EmployeeID,Age,Gender,MaritalStatus,Education,Department,JobRole,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,MonthlyIncome,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,PerformanceRating,OverTime,DistanceFromHome,NumCompaniesWorked,TrainingTimesLastYear,Attrition,TenureToIncomeRatio,SatisfactionScore
3391,48,Male,Single,High School,Sales,Sales Manager,8.4,0.7,0,4602,4,2,4,1,1,No,7.0,2,0,1,1.8252933507170794,2.75
3392,55,Female,Married,Bachelor,IT,Product Manager,2.4,1.1,1,8931,4,1,4,3,3,No,23.7,1,6,0,0.26872690628149143,3.0
3393,55,Male,Married,Bachelor,IT,Product Manager,10.1,2.1,1,11419,3,3,4,4,3,No,11.4,3,5,0,0.8844907610123478,3.5
3394,23,Male,Single,Bachelor,Sales,Sales Manager,1.0,1.0,0,7212,2,2,2,1,4,Yes,2.2,1,6,1,0.13865779256794233,1.75
3395,58,Male,Married,Master,Finance,Accountant,4.8,4.8,1,10779,1,4,2,4,2,Yes,18.4,0,2,1,0.44531032563317563,2.75
3396,22,Male,Married,PhD,Finance,Finance Manager,0.0,0.0,0,11250,2,1,1,2,3,No,6.7,1,6,1,0.0,1.5
3397,49,Male,Single,Master,IT,Data Scientist,6.3,5.2,0,10525,3,1,4,3,2,No,6.5,0,0,0,0.5985748218527316,2.75
3398,22,Male,Married,Bachelor,Sales,Account Manager,0.0,0.0,0,5335,4,1,4,2,2,Yes,18.8,0,0,1,0.0,2.75
3399,57,Male,Divorced,Master,Finance,Accountant,4.1,2.9,0,10768,4,4,4,4,3,No,4.2,0,1,0,0.3807578008915304,4.0
3400,35,Male,Single,High School,IT,Data Scientist,11.8,2.9,0,8967,1,1,3,3,3,No,3.5,3,1,0,1.3159362105497936,2.0
3401,57,Male,Single,Master,Sales,Sales Manager,7.2,2.3,2,9158,4,4,2,2,3,No,8.4,1,4,1,0.786197859794715,3.0
3402,22,Male,Married,PhD,Finance,Financial Analyst,0.0,0.0,0,12129,1,4,4,2,3,No,20.3,1,4,1,0.0,2.75
3403,28,Male,Married,High School,Sales,Sales Manager,6.0,2.4,3,6154,4,3,4,1,4,No,19.6,2,6,0,0.9749756256093598,3.0
3404,36,Male,Single,Master,Operations,Logistics Coordinator,9.3,3.8,3,9534,4,3,2,1,3,No,3.3,4,5,0,0.9754562617998741,2.5
3405,50,Female,Divorced,Bachelor,HR,Recruiter,3.0,3.0,0,6363,2,1,4,4,3,No,20.9,2,3,1,0.4714757190004714,2.75
3406,26,Female,Married,PhD,Finance,Accountant,4.0,0.8,0,14188,1,4,3,1,3,No,25.0,1,4,1,0.281928390188892,2.25
3407,59,Female,Married,High School,Operations,Logistics Coordinator,8.0,1.4,0,5087,3,2,4,1,3,No,6.3,3,5,1,1.5726361313151171,2.5
3408,55,Female,Single,Master,Finance,Finance Manager,6.7,6.7,2,10891,2,2,2,4,2,No,2.0,1,2,0,0.6151868515287853,2.5
3409,38,Male,Single,High School,Sales,Sales Manager,7.3,5.3,0,5526,1,4,1,2,3,No,3.3,0,0,1,1.3210278682591385,2.0
3410,54,Female,Married,Bachelor,HR,Recruiter,4.6,2.3,4,6407,4,1,4,3,3,Yes,5.2,3,0,1,0.717964726080849,3.0
3411,35,Female,Married,Bachelor,Finance,Financial Analyst,7.8,2.4,0,10767,3,1,2,2,4,No,25.2,1,4,1,0.7244357759821678,2.0
3412,33,Female,Married,Bachelor,Finance,Financial Analyst,0.6,0.6,0,7843,3,4,3,4,3,Yes,1.1,1,2,1,0.07650133877342853,3.5
3413,57,Male,Married,Bachelor,Sales,Account Manager,9.3,0.8,1,6699,4,4,1,4,1,No,14.2,2,2,0,1.388266905508285,3.25
3414,29,Female,Married,Bachelor,Operations,Logistics Coordinator,7.0,0.1,1,6979,4,3,2,4,3,Yes,2.7,3,4,0,1.0030090270812437,3.25
3415,49,Male,Married,High School,IT,Software Engineer,7.1,2.0,0,7002,2,2,2,3,2,Yes,2.2,1,4,1,1.0139960011425306,2.25
3416,49,Male,Married,Bachelor,Operations,Operations Manager,5.7,1.2,1,7622,4,2,2,2,3,No,2.0,0,4,0,0.7478352138546314,2.5
3417,26,Female,Single,Bachelor,IT,Data Scientist,1.2,1.2,1,8556,1,2,2,2,3,Yes,9.8,0,0,1,0.1402524544179523,1.75
3418,44,Male,Single,Master,Operations,Supply Chain Analyst,6.8,4.1,0,9944,2,2,2,4,4,Yes,11.4,1,5,0,0.6838294448913917,2.5
3419,54,Male,Married,Bachelor,HR,HR Business Partner,5.4,0.5,0,6386,2,2,2,1,3,No,7.2,1,1,1,0.8455997494519262,1.75
3420,39,Female,Single,Bachelor,Finance,Financial Analyst,2.9,2.3,0,9373,4,4,3,2,3,Yes,6.9,1,0,0,0.3093993385255521,3.25
3421,44,Female,Divorced,Master,IT,Software Engineer,11.2,4.9,2,11885,4,2,4,2,2,No,12.5,3,6,0,0.9423643247791333,3.0
3422,43,Male,Married,Bachelor,Finance,Accountant,3.7,3.7,0,8670,1,2,3,4,3,Yes,8.9,0,0,1,0.42675893886966554,2.5
3423,53,Female,Married,Bachelor,Sales,Account Manager,8.9,3.6,1,7809,2,3,2,3,3,No,7.5,1,3,1,1.1397105903444744,2.5
3424,51,Male,Single,High School,IT,DevOps Engineer,1.9,1.9,0,5937,3,1,2,4,2,Yes,2.9,1,5,1,0.3200269496378642,2.5
3425,52,Male,Married,Master,HR,Recruiter,5.8,1.8,4,8489,2,4,4,2,3,No,5.3,0,1,1,0.6832371304040522,3.0
3426,34,Female,Single,Bachelor,HR,Recruiter,7.5,0.8,3,7313,3,2,3,1,3,Yes,5.9,1,4,1,1.0255709011349652,2.25
3427,35,Male,Single,Master,Operations,Operations Manager,4.2,4.2,2,9257,2,1,1,3,4,No,4.0,2,4,1,0.4537107054121206,1.75
3428,51,Male,Divorced,PhD,IT,DevOps Engineer,2.9,2.9,0,15112,2,3,3,2,4,No,11.7,1,6,0,0.1919004764425622,2.5
3429,57,Male,Married,Bachelor,Finance,Financial Analyst,0.5,0.5,0,8359,4,2,3,2,3,No,20.8,1,5,1,0.059815767436296206,2.75
3430,53,Female,Divorced,Master,Operations,Logistics Coordinator,11.8,0.8,0,9151,3,2,3,3,2,No,6.7,1,3,0,1.2894765599388045,2.75
3431,59,Male,Married,Master,HR,HR Manager,5.2,2.5,2,6743,3,2,2,3,2,No,7.5,3,6,0,0.7711701023283405,2.5
3432,51,Female,Single,Bachelor,Finance,Finance Manager,1.7,0.6,0,7759,4,1,1,1,3,No,5.2,1,5,1,0.21910039953602267,1.75
3433,48,Male,Married,Bachelor,IT,Software Engineer,3.4,3.3,1,9540,3,3,4,3,3,No,5.9,2,3,1,0.35639412997903563,3.25
3434,40,Female,Married,Master,Finance,Finance Manager,5.8,5.8,3,9972,3,3,3,3,2,Yes,27.9,0,2,0,0.5816285599679102,3.0
3435,36,Male,Married,Bachelor,Finance,Finance Manager,2.0,2.0,0,8392,2,2,1,4,3,Yes,8.6,0,0,1,0.23832221163012393,2.25
3436,23,Male,Married,Master,Sales,Sales Manager,0.7,0.7,0,8723,2,2,4,2,4,Yes,3.6,0,5,1,0.08024762123122778,2.5
3437,33,Female,Married,Bachelor,Sales,Account Manager,8.8,6.5,2,7280,4,4,3,4,2,No,11.3,1,2,0,1.208791208791209,3.75
3438,25,Female,Married,Bachelor,IT,Software Engineer,2.5,1.2,2,9103,3,1,3,1,3,No,27.9,1,5,1,0.27463473580138414,2.0
3439,35,Female,Single,Bachelor,Sales,Sales Manager,4.0,3.5,0,7118,2,2,1,3,3,No,7.2,1,5,1,0.561955605507165,2.0
3440,40,Male,Single,Bachelor,HR,Recruiter,2.7,1.0,2,6270,4,1,4,1,3,Yes,12.1,2,0,0,0.4306220095693781,2.5
3441,47,Female,Married,Master,HR,Recruiter,13.5,7.2,2,10532,1,3,2,1,4,Yes,5.0,3,2,0,1.2818078237751613,1.75
3442,32,Female,Married,Bachelor,Sales,Account Manager,3.8,3.8,0,7948,3,1,4,3,4,No,2.4,2,5,0,0.4781077000503271,2.75
3443,38,Female,Single,High School,Finance,Finance Manager,5.7,4.1,2,7186,2,3,3,4,3,No,29.9,1,6,1,0.7932090175340941,3.0
3444,57,Male,Divorced,Master,Finance,Finance Manager,16.7,0.8,5,13648,3,1,2,2,2,Yes,5.7,5,1,1,1.223622508792497,2.0
3445,33,Female,Married,Master,Finance,Accountant,8.0,2.2,1,11023,4,1,4,4,2,No,20.0,3,0,0,0.7257552390456319,3.25
3446,33,Male,Married,Bachelor,HR,HR Manager,6.8,1.6,0,6603,1,3,3,2,3,No,5.6,0,1,1,1.0298349235196123,2.25
3447,55,Female,Married,Master,Sales,Sales Manager,11.4,2.0,0,10946,1,1,1,3,3,Yes,9.8,1,3,1,1.0414763383884524,1.5
3448,57,Female,Married,Bachelor,HR,Recruiter,5.3,2.2,0,7580,3,2,2,4,4,No,3.1,0,5,1,0.6992084432717678,2.75
3449,32,Female,Single,PhD,Sales,Sales Executive,2.5,2.5,0,9120,2,3,4,3,2,No,7.9,1,5,0,0.2741228070175439,3.0
3450,58,Male,Married,Master,IT,DevOps Engineer,4.4,4.4,0,11803,1,2,3,3,3,Yes,8.3,0,0,1,0.3727865796831314,2.25
3451,55,Male,Married,Bachelor,Finance,Accountant,3.7,2.5,0,8706,2,4,3,4,3,Yes,7.5,1,0,1,0.42499425683436715,3.25
3452,48,Male,Married,Master,HR,HR Business Partner,10.1,1.4,4,9764,1,4,4,3,4,No,14.8,0,4,0,1.034412126177796,3.0
3453,45,Male,Divorced,Master,IT,Data Scientist,8.7,2.8,0,12071,4,1,3,4,3,No,2.3,0,4,0,0.720735647419435,3.0
3454,25,Male,Married,Master,Sales,Sales Executive,3.0,1.0,0,9976,2,1,1,4,4,No,5.2,0,4,1,0.3007217321571772,2.0
3455,22,Female,Married,Bachelor,Operations,Operations Manager,0.0,0.0,0,6870,2,1,3,1,3,No,7.3,1,4,1,0.0,1.75
3456,46,Female,Married,Bachelor,HR,HR Business Partner,6.9,4.0,1,6860,2,4,1,2,3,Yes,17.3,4,4,1,1.0058309037900874,2.25
3457,26,Female,Single,Bachelor,IT,DevOps Engineer,4.0,4.0,1,9743,1,2,4,2,3,No,4.6,0,6,1,0.4105511649389305,2.25
3458,45,Male,Married,Bachelor,HR,HR Manager,7.9,5.7,3,7183,3,1,1,4,3,No,5.3,0,1,0,1.0998190171237645,2.25
3459,42,Male,Married,Bachelor,Operations,Operations Manager,11.6,4.0,0,8473,4,4,4,3,3,No,10.6,3,6,0,1.3690546441638143,3.75
3460,26,Female,Married,Bachelor,Operations,Logistics Coordinator,4.0,1.2,3,6589,3,2,2,2,3,No,15.4,2,5,1,0.6070723933829109,2.25
3461,28,Female,Married,High School,Sales,Account Manager,2.2,2.2,2,6687,2,2,1,2,4,No,13.7,0,2,1,0.32899656049050396,1.75
3462,31,Male,Divorced,Master,Operations,Logistics Coordinator,9.0,2.0,1,9757,4,4,3,3,4,No,1.9,0,5,0,0.9224146766424106,3.5
3463,57,Male,Divorced,Master,Sales,Sales Executive,3.6,3.6,0,9773,3,1,2,4,4,No,12.1,2,6,0,0.3683618131587026,2.5
3464,49,Male,Single,Bachelor,Finance,Accountant,3.6,0.4,1,7750,1,4,1,4,3,Yes,18.2,1,5,0,0.4645161290322581,2.5
3465,58,Female,Single,Bachelor,Finance,Financial Analyst,7.4,4.5,1,9363,2,1,4,2,3,No,4.2,0,6,0,0.7903449749012069,2.25
3466,44,Female,Married,High School,HR,HR Business Partner,5.1,3.5,4,5521,4,3,4,4,3,No,14.9,1,6,0,0.9237456982430718,3.75
3467,55,Male,Married,Master,IT,Product Manager,5.9,1.8,0,12646,4,4,4,3,3,No,6.0,3,1,0,0.4665506879645738,3.75
3468,44,Male,Married,Bachelor,IT,Data Scientist,2.6,0.3,0,10686,4,1,4,2,4,Yes,10.5,1,5,0,0.24330900243309003,2.75
3469,51,Female,Single,Master,Finance,Accountant,1.9,1.9,1,10485,4,3,3,4,3,No,3.3,0,2,0,0.18121125417262757,3.5
3470,48,Male,Divorced,Master,Operations,Operations Manager,5.1,5.0,3,8589,2,4,1,3,3,Yes,18.3,0,3,1,0.5937827453719874,2.5
3471,49,Male,Single,Master,HR,HR Manager,6.2,0.6,1,8216,4,2,2,3,3,No,11.9,2,5,0,0.7546251217137294,2.75
3472,42,Female,Single,High School,Sales,Sales Executive,2.6,2.6,2,4429,4,1,1,3,2,Yes,28.1,2,0,0,0.5870399638744638,2.25
3473,45,Male,Married,High School,Sales,Account Manager,3.3,0.9,1,5658,3,3,3,2,3,No,7.1,1,0,1,0.5832449628844114,2.75
3474,30,Male,Divorced,Master,IT,Data Scientist,8.0,4.7,0,13913,4,3,4,4,4,No,5.8,3,5,0,0.5750017968806153,3.75
3475,26,Male,Married,High School,IT,DevOps Engineer,4.0,2.5,1,6898,1,1,4,1,3,Yes,3.4,1,3,1,0.5798782255726298,1.75
3476,45,Male,Single,Bachelor,Finance,Finance Manager,7.7,3.4,0,10300,3,2,4,4,4,No,30.4,0,5,0,0.7475728155339806,3.25
3477,50,Male,Married,Bachelor,Operations,Operations Manager,5.4,5.4,0,5706,1,2,2,1,1,Yes,4.5,2,0,1,0.9463722397476341,1.5
3478,50,Female,Married,Bachelor,Sales,Account Manager,3.8,3.8,3,7308,3,3,2,3,3,Yes,5.4,2,2,1,0.5199781061850027,2.75
3479,23,Male,Married,Bachelor,Finance,Accountant,1.0,1.0,1,8287,1,1,3,4,3,No,12.7,1,3,1,0.12067093037287316,2.25
3480,33,Female,Married,Bachelor,HR,HR Business Partner,11.0,3.4,0,7265,1,3,2,1,3,No,23.5,2,4,1,1.5141087405368205,1.75
3481,51,Male,Single,Bachelor,HR,Recruiter,0.9,0.9,0,5698,3,4,4,1,3,No,8.1,1,0,1,0.15795015795015793,3.0
3482,41,Female,Divorced,Bachelor,Sales,Account Manager,3.7,3.7,0,6736,4,3,3,2,2,No,15.9,0,0,1,0.5492874109263658,3.0
3483,24,Male,Divorced,High School,Sales,Sales Executive,2.0,2.0,1,4493,4,2,1,4,3,Yes,20.8,2,3,1,0.44513687959047404,2.75
3484,22,Female,Single,Bachelor,Operations,Supply Chain Analyst,0.0,0.0,0,6367,4,2,2,2,4,No,8.3,1,6,0,0.0,2.5
3485,25,Male,Married,Master,Sales,Account Manager,3.0,3.0,3,9382,4,2,2,3,3,Yes,13.3,0,3,1,0.3197612449371136,2.75
3486,55,Female,Married,High School,Operations,Supply Chain Analyst,8.4,1.4,4,5818,1,3,4,3,3,No,4.9,3,5,1,1.4437951185974562,2.75
3487,22,Female,Married,Master,IT,DevOps Engineer,0.0,0.0,0,10351,4,1,2,1,3,No,14.1,1,3,0,0.0,2.0
3488,56,Male,Divorced,Master,Finance,Accountant,2.4,2.4,0,9845,3,4,3,1,3,No,30.6,2,2,0,0.24377856780091414,2.75
3489,31,Female,Divorced,Bachelor,IT,Product Manager,7.2,1.9,2,12256,3,3,1,4,4,No,15.1,1,6,0,0.587467362924282,2.75
3490,33,Male,Married,Master,IT,Product Manager,7.8,1.0,2,11376,3,3,3,3,2,No,20.0,0,4,1,0.6856540084388186,3.0
3491,55,Male,Married,Master,HR,HR Manager,4.0,3.9,0,7006,3,1,4,2,2,Yes,16.1,0,4,1,0.5709391949757351,2.5
3492,54,Male,Divorced,Bachelor,Finance,Finance Manager,6.3,4.3,1,8144,4,2,1,4,2,No,10.4,1,2,0,0.7735756385068762,2.75
3493,49,Male,Married,Bachelor,HR,HR Manager,11.2,3.6,2,7867,3,2,1,1,4,No,6.6,1,5,1,1.4236684886233633,1.75
3494,34,Male,Married,Bachelor,IT,Product Manager,8.7,2.3,0,10160,2,3,3,1,2,No,29.1,1,6,1,0.8562992125984251,2.25
3495,39,Male,Single,Master,Sales,Account Manager,8.0,0.5,2,9236,3,3,1,3,3,Yes,5.9,2,3,1,0.8661758336942399,2.5
3496,45,Female,Single,Bachelor,HR,HR Manager,6.2,4.3,0,6569,3,3,1,3,3,Yes,3.1,2,2,1,0.9438270665245853,2.5
3497,59,Female,Single,Master,IT,Software Engineer,4.8,2.4,0,12511,2,1,2,1,4,No,20.4,0,3,1,0.3836623771081448,1.5
3498,50,Female,Married,High School,IT,Product Manager,11.1,0.3,0,9022,2,2,4,3,3,Yes,9.1,2,2,0,1.2303258700953226,2.75
3499,25,Male,Married,Bachelor,Finance,Finance Manager,1.6,0.5,1,7577,4,4,2,4,2,Yes,6.2,0,6,0,0.21116536887950377,3.5
3500,35,Female,Divorced,Bachelor,HR,Recruiter,9.0,0.9,2,6947,3,2,2,1,3,No,11.7,1,1,1,1.2955232474449403,2.0
3501,48,Female,Married,Bachelor,HR,HR Business Partner,10.7,2.2,0,7631,1,1,2,1,3,No,7.5,1,2,1,1.4021753374393917,1.25
3502,22,Female,Single,Bachelor,IT,DevOps Engineer,0.0,0.0,0,8630,4,2,2,3,3,No,4.8,1,4,0,0.0,2.75
3503,32,Female,Married,Master,HR,HR Manager,7.1,1.1,4,7907,3,4,1,4,3,Yes,2.5,3,3,1,0.8979385354748957,3.0
3504,48,Male,Married,Bachelor,Finance,Finance Manager,4.8,0.7,1,8605,1,1,1,3,3,Yes,24.9,2,1,1,0.557815223707147,1.5
3505,31,Male,Married,PhD,Sales,Sales Executive,6.5,0.9,4,13666,4,3,4,1,4,No,4.3,3,2,0,0.4756329577052539,3.0
3506,39,Female,Married,Bachelor,Operations,Logistics Coordinator,7.0,1.1,1,7527,3,1,1,4,3,No,11.1,1,5,0,0.9299853859439352,2.25
3507,34,Male,Married,PhD,Operations,Operations Manager,10.4,1.3,0,13967,2,3,1,1,4,No,20.1,1,5,1,0.7446123004224243,1.75
3508,28,Male,Married,Bachelor,Finance,Finance Manager,3.3,3.3,0,7938,3,3,1,4,3,Yes,21.2,2,4,0,0.41572184429327286,2.75
3509,27,Female,Married,Bachelor,Sales,Sales Manager,3.2,3.2,1,6644,3,2,3,4,3,No,8.3,0,0,1,0.481637567730283,3.0
3510,31,Male,Married,Bachelor,Sales,Sales Manager,4.9,2.4,0,7452,1,4,2,3,3,No,5.3,1,2,1,0.6575415995705851,2.5
3511,47,Male,Single,Master,Operations,Supply Chain Analyst,7.7,2.2,0,7183,3,1,2,2,1,No,3.2,2,4,1,1.0719754977029097,2.0
3512,33,Male,Married,High School,Operations,Operations Manager,2.1,0.7,1,4924,3,4,2,2,3,Yes,1.4,1,4,1,0.4264825345247766,2.75
3513,48,Male,Married,Bachelor,Finance,Accountant,6.9,6.9,4,9300,4,4,1,4,3,Yes,6.8,1,6,0,0.7419354838709677,3.25
3514,38,Male,Married,Bachelor,Finance,Accountant,7.4,3.0,1,10240,4,2,4,2,3,No,9.9,3,1,1,0.72265625,3.0
3515,26,Female,Single,Bachelor,Sales,Sales Executive,4.0,4.0,2,7883,4,4,4,2,3,Yes,10.0,3,6,0,0.5074210326018014,3.5
3516,53,Male,Married,Bachelor,HR,HR Manager,7.3,2.9,4,7063,1,3,1,1,4,No,12.6,2,3,1,1.0335551465382982,1.5
3517,26,Female,Divorced,Bachelor,Sales,Sales Executive,4.0,0.8,4,6150,3,2,2,1,2,No,8.8,1,6,0,0.6504065040650406,2.0
3518,50,Female,Divorced,Master,Sales,Account Manager,7.5,1.6,0,9929,4,4,1,3,3,No,3.2,0,5,0,0.7553630778527546,3.0
3519,30,Female,Married,Master,Sales,Sales Executive,2.2,1.5,0,9013,3,2,3,4,3,No,5.0,2,5,0,0.2440918673027849,3.0
3520,31,Female,Married,Bachelor,Sales,Account Manager,7.2,5.8,1,7184,2,1,4,3,3,Yes,11.8,1,3,1,1.0022271714922049,2.5
3521,41,Female,Married,Bachelor,Sales,Sales Manager,2.1,1.8,2,6855,3,1,3,2,3,No,7.4,1,3,1,0.3063457330415755,2.25
3522,32,Female,Single,Bachelor,Operations,Supply Chain Analyst,10.0,5.5,2,8493,2,1,3,1,3,No,18.0,1,3,1,1.177440244907571,1.75
3523,47,Female,Single,PhD,IT,Software Engineer,4.3,1.4,0,13094,3,1,4,2,2,No,4.8,2,0,1,0.3283946845883611,2.5
3524,57,Female,Married,Bachelor,HR,HR Manager,4.0,4.0,0,7826,2,1,1,4,4,No,5.8,2,3,1,0.5111167901865576,2.0
3525,39,Female,Married,Master,IT,Product Manager,5.5,1.1,5,14044,1,4,2,4,4,Yes,18.8,2,6,1,0.39162631728852176,2.75
3526,59,Female,Married,Bachelor,HR,HR Manager,12.0,3.1,0,6911,2,2,1,4,3,No,8.7,1,5,1,1.7363623209376358,2.25
3527,24,Male,Divorced,Bachelor,Operations,Logistics Coordinator,2.0,1.2,0,6284,2,3,3,3,3,Yes,15.5,1,3,1,0.3182686187141948,2.75
3528,32,Female,Married,Master,IT,Product Manager,10.0,6.8,1,13814,3,3,1,2,3,Yes,13.2,1,2,1,0.7239032865209208,2.25
3529,43,Male,Single,High School,Sales,Account Manager,2.9,2.8,2,5879,4,3,3,2,4,No,3.0,0,1,1,0.49328117026705226,3.0
3530,58,Female,Single,Bachelor,HR,HR Manager,7.6,2.3,2,7144,2,2,4,4,4,No,14.3,1,0,1,1.0638297872340425,3.0
3531,26,Female,Single,Bachelor,Sales,Sales Executive,4.0,1.9,0,6601,1,3,4,3,2,Yes,6.5,1,4,1,0.6059687926071807,2.75
3532,23,Female,Married,Master,IT,DevOps Engineer,1.0,1.0,1,10304,2,4,3,1,3,No,8.1,1,3,1,0.09704968944099379,2.5
3533,37,Male,Married,Bachelor,Sales,Sales Manager,4.0,1.1,0,7248,4,1,1,4,3,No,14.7,2,2,1,0.5518763796909492,2.5
3534,52,Male,Single,Bachelor,Operations,Supply Chain Analyst,8.6,0.5,3,8125,4,1,1,3,3,Yes,12.7,3,4,0,1.0584615384615383,2.25
3535,27,Male,Married,Master,Sales,Sales Manager,4.7,2.3,0,9599,3,2,1,1,3,No,23.8,3,2,1,0.48963433691009484,1.75
3536,48,Male,Married,Master,Sales,Sales Manager,2.2,1.3,0,9296,3,3,3,1,4,No,15.2,0,5,1,0.2366609294320138,2.5
3537,48,Male,Single,Bachelor,Finance,Accountant,4.2,0.4,0,8645,2,3,2,2,3,No,3.9,0,6,1,0.4858299595141701,2.25
3538,37,Female,Divorced,Master,Sales,Sales Manager,9.8,2.6,2,10409,2,4,4,2,3,Yes,7.0,1,0,1,0.941492938802959,3.0
3539,32,Female,Divorced,Master,Sales,Account Manager,0.4,0.4,0,8746,4,3,1,3,4,Yes,50.9,1,6,1,0.0457351932311914,2.75
3540,35,Female,Single,Master,HR,HR Business Partner,8.9,1.4,0,8422,4,2,2,1,3,Yes,6.6,1,5,0,1.0567561149370694,2.25
3541,22,Male,Divorced,Bachelor,HR,Recruiter,0.0,0.0,0,5420,2,4,1,1,2,No,14.1,1,5,1,0.0,2.0
3542,51,Male,Married,Bachelor,IT,Software Engineer,6.4,1.5,0,10022,1,4,3,3,3,No,3.9,1,4,0,0.6385950908002395,2.75
3543,31,Female,Divorced,Master,Operations,Logistics Coordinator,4.8,3.8,0,9218,3,3,4,3,4,Yes,9.4,2,1,1,0.5207203297895422,3.25
3544,44,Female,Married,Bachelor,IT,DevOps Engineer,4.8,4.7,0,9829,2,3,3,3,3,No,8.2,0,0,1,0.48835079865703523,2.75
3545,24,Female,Married,Bachelor,Finance,Finance Manager,2.0,2.0,0,9526,1,1,2,4,4,No,7.9,2,6,1,0.20995171110644553,2.0
3546,42,Male,Single,High School,Operations,Operations Manager,4.7,2.8,0,5601,1,4,4,4,3,Yes,1.7,1,6,1,0.8391358685948938,3.25
3547,22,Male,Single,Master,HR,HR Business Partner,0.0,0.0,0,6619,4,3,4,1,3,No,12.4,1,4,1,0.0,3.0
3548,41,Male,Single,PhD,Operations,Logistics Coordinator,7.0,7.0,0,10742,1,1,1,1,3,Yes,12.2,1,4,1,0.6516477378514243,1.0
3549,51,Female,Married,Bachelor,HR,HR Business Partner,10.2,4.0,1,7977,4,3,2,4,4,No,30.5,4,1,0,1.2786761940579163,3.25
3550,54,Female,Married,Bachelor,Operations,Operations Manager,1.9,1.0,0,7327,1,2,3,1,4,Yes,5.9,1,4,1,0.2593148628360857,1.75
3551,34,Female,Married,Bachelor,HR,HR Manager,4.1,0.6,0,6204,4,2,1,1,3,No,1.9,0,5,1,0.6608639587362991,2.0
3552,55,Male,Single,Bachelor,IT,DevOps Engineer,7.6,1.4,5,10043,1,2,1,2,3,No,7.5,0,3,1,0.7567459922333964,1.5
3553,47,Male,Single,PhD,HR,Recruiter,4.7,0.7,2,10006,2,4,3,3,3,No,4.3,2,5,1,0.46971816909854086,3.0
3554,28,Female,Single,Master,Operations,Supply Chain Analyst,5.1,1.0,1,7345,1,4,2,4,2,No,0.2,1,3,1,0.6943498978897209,2.75
3555,45,Male,Married,PhD,Finance,Finance Manager,2.7,2.7,2,15021,4,2,2,1,4,No,16.7,0,4,1,0.17974835230677053,2.25
3556,37,Male,Married,Master,IT,Product Manager,5.2,3.5,4,12665,1,1,3,1,3,Yes,12.3,1,1,1,0.4105803395183577,1.5
3557,43,Male,Married,High School,IT,Software Engineer,9.8,0.4,0,6329,1,2,1,2,1,No,14.6,4,6,1,1.5484278717016908,1.5
3558,50,Female,Single,Master,IT,Product Manager,4.2,0.4,0,11151,2,4,3,1,3,No,11.8,3,1,1,0.37664783427495296,2.5
3559,32,Female,Married,Bachelor,Operations,Supply Chain Analyst,1.8,1.8,0,4492,4,1,3,3,1,Yes,3.4,1,0,1,0.40071237756010686,2.75
3560,48,Female,Married,Bachelor,Sales,Account Manager,9.5,0.7,0,8559,2,4,4,4,3,No,11.6,0,4,0,1.1099427503212993,3.5
3561,32,Male,Married,High School,IT,Software Engineer,8.9,2.4,0,8515,3,1,4,1,3,No,7.9,1,6,0,1.0452143276570758,2.25
3562,46,Male,Married,Bachelor,Finance,Accountant,10.6,7.8,1,9765,2,3,1,1,2,No,6.7,0,3,1,1.0855094726062466,1.75
3563,47,Female,Married,Bachelor,Sales,Account Manager,1.7,1.7,1,5188,1,4,4,2,1,Yes,8.8,0,5,1,0.3276792598303778,2.75
3564,48,Male,Single,Bachelor,IT,Software Engineer,5.6,2.9,0,9136,4,1,4,1,3,No,4.7,3,0,0,0.6129597197898424,2.5
3565,59,Male,Single,Bachelor,Operations,Logistics Coordinator,4.1,4.1,1,6728,1,3,1,3,3,Yes,1.1,0,0,1,0.6093935790725327,2.0
3566,58,Male,Married,Master,IT,Software Engineer,8.5,2.4,0,13064,4,4,2,3,3,No,0.9,1,6,0,0.6506429883649725,3.25
3567,30,Female,Married,Bachelor,Finance,Accountant,6.0,2.4,0,10736,1,1,3,4,4,Yes,8.5,3,4,0,0.5588673621460506,2.25
3568,58,Male,Married,Master,Finance,Financial Analyst,7.8,4.9,0,10363,4,4,1,4,2,No,16.3,1,2,0,0.7526777960050178,3.25
3569,29,Male,Single,Bachelor,Operations,Supply Chain Analyst,5.2,1.1,1,7723,4,4,3,1,3,No,3.9,3,5,0,0.6733134792179205,3.0
3570,53,Female,Married,Bachelor,Operations,Logistics Coordinator,5.6,1.2,0,6411,1,3,2,3,3,Yes,9.8,0,6,0,0.8734986741537981,2.25
3571,30,Male,Married,Bachelor,Operations,Operations Manager,3.7,1.0,0,6848,3,4,1,1,3,Yes,7.5,1,4,1,0.540303738317757,2.25
3572,30,Male,Married,High School,Sales,Account Manager,2.5,2.5,0,5391,1,1,1,2,3,No,13.1,0,4,1,0.4637358560563903,1.25
3573,54,Female,Married,Bachelor,IT,DevOps Engineer,3.6,2.0,1,9718,1,1,2,2,3,Yes,12.2,1,1,1,0.3704465939493723,1.5
3574,48,Male,Married,Bachelor,Operations,Operations Manager,6.8,0.7,0,6606,4,1,4,4,3,No,12.8,3,4,0,1.0293672419013018,3.25
